stock_weight,bond_weight,t_bill_weight,objective
0.25,0.4,0.35,-0.02344620758470757
0.25,0.45,0.3,-0.023312408976578575
0.25,0.5,0.25,-0.023183382004784907
0.25,0.55,0.2,-0.023059249509183297
0.25,0.6,0.15,-0.022939831240253915
0.25,0.65,0.1,-0.02282513373582046
0.25,0.7,0.05,-0.022715376016853275
0.25,0.75,0.0,-0.02261046145746611
0.3,0.0,0.7,-0.023614545361947386
0.3,0.05,0.65,-0.023446782257275877
0.3,0.1,0.6,-0.023283532295016354
0.3,0.15,0.55,-0.02312489824688073
0.3,0.2,0.5,-0.022970916987257818
0.3,0.25,0.45,-0.022821723886617237
0.3,0.3,0.4,-0.02267712148906994
0.3,0.35,0.35,-0.022537075740194003
0.3,0.4,0.3,-0.0224016720124994
0.3,0.45,0.25,-0.02227099594078645
0.3,0.5,0.2,-0.022145582329255037
0.3,0.55,0.15,-0.022025294237875154
0.3,0.6,0.1,-0.021909901915647012
0.3,0.65,0.05,-0.02179963034889414
0.3,0.7,0.0,-0.021694071411600884
0.35,0.0,0.65,-0.022597668376844356
0.35,0.05,0.6,-0.022432159919754866
0.35,0.1,0.55,-0.0222711192486945
0.35,0.15,0.5,-0.022114673707460713
0.35,0.2,0.45,-0.021963127150067437
0.35,0.25,0.4,-0.02181657717404699
0.35,0.3,0.35,-0.021675158397864127
0.35,0.35,0.3,-0.021538677112391172
0.35,0.4,0.25,-0.021407054291701873
0.35,0.45,0.2,-0.021280638479222663
0.35,0.5,0.15,-0.02115944599577276
0.35,0.55,0.1,-0.021043311348290752
0.35,0.6,0.05,-0.020931929100912093
0.35,0.65,0.0,-0.02082565054425056
0.4,0.0,0.6,-0.021629242451399255
0.4,0.05,0.55,-0.02146616542851099
0.4,0.1,0.5,-0.021307827958010214
0.4,0.15,0.45,-0.021154441844453916
0.4,0.2,0.4,-0.02100608136915723
0.4,0.25,0.35,-0.020862827884357147
0.4,0.3,0.3,-0.02072484821037358
0.4,0.35,0.25,-0.020592043149790476
0.4,0.4,0.2,-0.020464464150209628
0.4,0.45,0.15,-0.02034209134572322
0.4,0.5,0.1,-0.020224693993275516
0.4,0.55,0.05,-0.020112404072289647
0.4,0.6,0.0,-0.020005191238746747
0.45,0.0,0.55,-0.020709510783949028
0.45,0.05,0.5,-0.020549591746471797
0.45,0.1,0.45,-0.02039469558859512
0.45,0.15,0.4,-0.020245090254232264
0.45,0.2,0.35,-0.02010042226031099
0.45,0.25,0.3,-0.019960894475914426
0.45,0.3,0.25,-0.019826529262906397
0.45,0.35,0.2,-0.019697395840134403
0.45,0.4,0.15,-0.01957359370307827
0.45,0.45,0.1,-0.0194546624971572
0.45,0.5,0.05,-0.019340575568890628
0.45,0.55,0.0,-0.01923185031540044
0.5,0.0,0.5,-0.019839321330399087
0.5,0.05,0.45,-0.019683003881974963
0.5,0.1,0.4,-0.019531488374238258
0.5,0.15,0.35,-0.019384991979919358
0.5,0.2,0.3,-0.019243796435762902
0.5,0.25,0.25,-0.019108184714752997
0.5,0.3,0.2,-0.018977946592615702
0.5,0.35,0.15,-0.01885275454550857
0.5,0.4,0.1,-0.018732392385997432
0.5,0.45,0.05,-0.018616999021873755
0.5,0.5,0.0,-0.018506820141188318
0.55,0.0,0.45,-0.019017118764717122
0.55,0.05,0.4,-0.0188641523973657
0.55,0.1,0.35,-0.018716412545359957
0.55,0.15,0.3,-0.018573806887089823
0.55,0.2,0.25,-0.01843644440152392
0.55,0.25,0.2,-0.01830456124124533
0.55,0.3,0.15,-0.01817800891349342
0.55,0.35,0.1,-0.018056524739608882
0.55,0.4,0.05,-0.0179399363953895
0.55,0.45,0.0,-0.0178284919498999
0.6,0.0,0.4,-0.018242156619298656
0.6,0.05,0.35,-0.018092598304122638
0.6,0.1,0.3,-0.017948527424260667
0.6,0.15,0.25,-0.01780968309996033
0.6,0.2,0.2,-0.01767620281208835
0.6,0.25,0.15,-0.017547841856563922
0.6,0.3,0.1,-0.017424718956911778
0.6,0.35,0.05,-0.01730680776740425
0.6,0.4,0.0,-0.017194083233288217
0.65,0.0,0.35,-0.017514252264775446
0.65,0.05,0.3,-0.017368421029941555
