stock_weight,bond_weight,t_bill_weight,objective
0.15,0.65,0.2,-0.05705921213630035
0.15,0.7,0.15,-0.05701489186583795
0.15,0.75,0.1,-0.05697099247816993
0.15,0.8,0.05,-0.05692751822473458
0.15,0.85,0.0,-0.05688447781669268
0.2,0.0,0.8,-0.05734167969749371
0.2,0.05,0.75,-0.05729174037538264
0.2,0.1,0.7,-0.05724219339706636
0.2,0.15,0.65,-0.057193027290101305
0.2,0.2,0.6,-0.057144263561920525
0.2,0.25,0.55,-0.05709596331192625
0.2,0.3,0.5,-0.05704817736047402
0.2,0.35,0.45,-0.05700086768602726
0.2,0.4,0.4,-0.05695400037067721
0.2,0.45,0.35,-0.05690755302383975
0.2,0.5,0.3,-0.05686157302075421
0.2,0.55,0.25,-0.05681620763738102
0.2,0.6,0.2,-0.056771289991181965
0.2,0.65,0.15,-0.05672678867893235
0.2,0.7,0.1,-0.05668275703515317
0.2,0.75,0.05,-0.05663912477369545
0.2,0.8,0.0,-0.05659590634908388
0.25,0.0,0.75,-0.05701128198405517
0.25,0.05,0.7,-0.056961610054940576
0.25,0.1,0.65,-0.05691240821104064
0.25,0.15,0.6,-0.0568636600110044
0.25,0.2,0.55,-0.05681534692245806
0.25,0.25,0.5,-0.05676743425088396
0.25,0.3,0.45,-0.05671994854753739
0.25,0.35,0.4,-0.05667288600413738
0.25,0.4,0.35,-0.05662624875107512
0.25,0.45,0.3,-0.05658006171903408
0.25,0.5,0.25,-0.056534296843983006
0.25,0.55,0.2,-0.05648896133992243
0.25,0.6,0.15,-0.05644407015627908
0.25,0.65,0.1,-0.05639963225009957
0.25,0.7,0.05,-0.0563558421398198
0.25,0.75,0.0,-0.05631250770780421
0.3,0.0,0.7,-0.0566866634768187
0.3,0.05,0.65,-0.05663728620777138
0.3,0.1,0.6,-0.05658831941026303
0.3,0.15,0.55,-0.05653983067965206
0.3,0.2,0.5,-0.05649176569626733
0.3,0.25,0.45,-0.05644410760047068
0.3,0.3,0.4,-0.05639685515871364
0.3,0.35,0.35,-0.056350023888203496
0.3,0.4,0.3,-0.05630359148331073
0.3,0.45,0.25,-0.05625758008840143
0.3,0.5,0.2,-0.056212011876901925
0.3,0.55,0.15,-0.05616690903179549
0.3,0.6,0.1,-0.056122269210851165
0.3,0.65,0.05,-0.05607817208983339
0.3,0.7,0.0,-0.05603455155154538
0.35,0.0,0.65,-0.0563676829478532
0.35,0.05,0.6,-0.05631843808542277
0.35,0.1,0.55,-0.05626960103652902
0.35,0.15,0.5,-0.05622118548651621
0.35,0.2,0.45,-0.05617323836086201
0.35,0.25,0.4,-0.056125737550408276
0.35,0.3,0.35,-0.05607868540292026
0.35,0.35,0.3,-0.05603211124957325
0.35,0.4,0.25,-0.05598598047908848
0.35,0.45,0.2,-0.05594030817800404
0.35,0.5,0.15,-0.05589510817207754
0.35,0.55,0.1,-0.05585035587371674
0.35,0.6,0.05,-0.055806041998133556
0.35,0.65,0.0,-0.0557622411212441
0.4,0.0,0.6,-0.05605406671351315
0.4,0.05,0.55,-0.05600502783453846
0.4,0.1,0.5,-0.05595637428057873
0.4,0.15,0.45,-0.05590813993567879
0.4,0.2,0.4,-0.05586036275781268
0.4,0.25,0.35,-0.05581303418085322
0.4,0.3,0.3,-0.055766160278708204
0.4,0.35,0.25,-0.05571974761409746
0.4,0.4,0.2,-0.05567382647475047
0.4,0.45,0.15,-0.0556284953153067
0.4,0.5,0.1,-0.05558363517074143
0.4,0.55,0.05,-0.05553925429887517
0.4,0.6,0.0,-0.055495369611923195
0.45,0.0,0.55,-0.055745606674317806
0.45,0.05,0.5,-0.055696865178595394
0.45,0.1,0.45,-0.055648550963454904
0.45,0.15,0.4,-0.05560068317980885
0.45,0.2,0.35,-0.05555326113781317
0.45,0.25,0.3,-0.05550628104384003
0.45,0.3,0.25,-0.055459750538779246
0.45,0.35,0.2,-0.05541365320031119
0.45,0.4,0.15,-0.05536805343309154
0.45,0.45,0.1,-0.05532297652291628
0.45,0.5,0.05,-0.0552783968072513
0.45,0.55,0.0,-0.0552343338045153
0.5,0.0,0.5,-0.0554444275554215
0.5,0.05,0.45,-0.055396027191741914
0.5,0.1,0.4,-0.05534802421628111
0.5,0.15,0.35,-0.055300485381921845
0.5,0.2,0.3,-0.05525336549779909
0.5,0.25,0.25,-0.05520675273277336
0.5,0.3,0.2,-0.05516059495328778
0.5,0.35,0.15,-0.05511491542814679
0.5,0.4,0.1,-0.055069737610948424
0.5,0.45,0.05,-0.055025049410604446
0.5,0.5,0.0,-0.05498085594508376
0.55,0.0,0.45,-0.05514972423399617
0.55,0.05,0.4,-0.055101666951402416
0.55,0.1,0.35,-0.05505406969236285
0.55,0.15,0.3,-0.05500691684852896
0.55,0.2,0.25,-0.054960239225657286
0.55,0.25,0.2,-0.054914046579469696
0.55,0.3,0.15,-0.05486836780679063
0.55,0.35,0.1,-0.0548231788382449
0.55,0.4,0.05,-0.05477848237340654
0.55,0.45,0.0,-0.05473430668710161
0.6,0.0,0.4,-0.054860406171711854
0.6,0.05,0.35,-0.054812739311618494
0.6,0.1,0.3,-0.054765544115927385
0.6,0.15,0.25,-0.05471883303119701
0.6,0.2,0.2,-0.05467260155024738
0.6,0.25,0.15,-0.054626858249019264
0.6,0.3,0.1,-0.054581625004604326
0.6,0.35,0.05,-0.05453699335057703
0.6,0.4,0.0,-0.054492954322877936
0.65,0.0,0.35,-0.054576631342362535
0.65,0.05,0.3,-0.05452949174174689
0.65,0.1,0.25,-0.05448285492318858
0.65,0.15,0.2,-0.05443666905702341
0.65,0.2,0.15,-0.0543910066579098
0.65,0.25,0.1,-0.05434586764267047
0.65,0.3,0.05,-0.05430132407995758
0.65,0.35,0.0,-0.05425730902394287
