horizon,stock_weight,bond_weight,t_bill_weight
1,0.10425592339738027,0.0,0.8957440766026197
4,0.32321121247310725,0.371312111951733,0.30547667557515973
7,0.3482710331358034,0.42545606648018797,0.22627290038400855
10,0.3313839134575571,0.5073169017031067,0.16129918483933614
13,0.3777050706233641,0.4718774648318267,0.1504174645448092
16,0.4525897341250126,0.4703051388940021,0.07710512698098532
19,0.49881113404249466,0.4638399483089827,0.03734891764852266
22,0.5457330580666542,0.4501207464896898,0.00414619544365602
25,0.5611142864525058,0.4365884327898416,0.0022972807576525645
28,0.5776990876461827,0.42162272023664993,0.0006781921171673533
31,0.5967439641427112,0.40325603585728875,0.0
34,0.6314710307722742,0.3685289692277258,0.0
37,0.6311107152436584,0.36888928475634164,0.0
40,0.6411778957967431,0.3588221042032569,0.0
43,0.6486020438630611,0.3513979561369389,0.0
46,0.6503612580112919,0.34963874198870815,0.0
50,0.6490262143729738,0.35097378562702625,0.0
