horizon,stock_weight,bond_weight,t_bill_weight
1,0.10350989998184108,3.700743415417188e-17,0.8964901000181589
4,0.3236875599497868,0.36458424502506553,0.31172819502514765
7,0.35258675496369163,0.41111382443111233,0.23629942060519604
10,0.338529510251596,0.4901094610688687,0.17136102867953534
13,0.3790122610510887,0.48188923190442906,0.1390985070444823
16,0.4619207624655128,0.46864251703331805,0.06943672050116909
19,0.49273240909801386,0.46548065864526045,0.041786932256725695
22,0.5475150969381906,0.4484331942039851,0.004051708857824354
25,0.5604238555710843,0.4369699896700575,0.00260615475885817
28,0.5785630674663264,0.4208318209054672,0.0006051116282064228
31,0.6030119055461676,0.39698809445383243,0.0
34,0.6282196005357645,0.37178039946423547,0.0
37,0.6314393351389714,0.36856066486102856,0.0
40,0.6407376619203076,0.35926233807969243,0.0
43,0.6475374302330117,0.3524625697669883,0.0
46,0.6457751477578665,0.3542248522421335,0.0
50,0.6455150915454236,0.3544849084545764,0.0
