horizon,stock_weight,bond_weight,t_bill_weight
1,0.0866736470634039,0.0,0.9133263529365961
4,0.3215634108301655,0.3634021114190476,0.3150344777507869
7,0.35195109732614754,0.4124091539941349,0.2356397486797176
10,0.3371327246374571,0.48820450920930875,0.17466276615323412
13,0.37832610235936665,0.4823313612883473,0.139342536352286
16,0.46024003246809186,0.4701163946812519,0.06964357285065625
19,0.492191158321301,0.4656148618735467,0.04219397980515227
22,0.545911576770709,0.4499733650479183,0.004115058181372699
25,0.5584526857184366,0.43886192553018394,0.002685388751379414
28,0.5771646015062727,0.42231225085187757,0.0005231476418497416
31,0.6006948886090052,0.3993051113909948,0.0
34,0.6215441085463109,0.3784558914536891,0.0
37,0.6305256997657619,0.3694743002342381,0.0
40,0.6394449794478643,0.36055502055213573,0.0
43,0.6451307864570037,0.3548692135429963,0.0
46,0.6496154818449744,0.3503845181550256,0.0
50,0.6389473497695134,0.3610526502304867,0.0
