stock_weight,bond_weight,t_bill_weight,objective
0.3,0.15,0.55,-0.0354959829156242
0.3,0.2,0.5,-0.035387095688025935
0.3,0.25,0.45,-0.03528068236921405
0.3,0.3,0.4,-0.03517667626032101
0.3,0.35,0.35,-0.0350750306170553
0.3,0.4,0.3,-0.034975789019084394
0.3,0.45,0.25,-0.034878987680089714
0.3,0.5,0.2,-0.03478488647769222
0.3,0.55,0.15,-0.03469346072049672
0.3,0.6,0.1,-0.034604637023093555
0.3,0.65,0.05,-0.03451856777874127
0.3,0.7,0.0,-0.03443500184249717
0.35,0.0,0.65,-0.035128315893683676
0.35,0.05,0.6,-0.03501340204804487
0.35,0.1,0.55,-0.03490077228162206
0.35,0.15,0.5,-0.03479053789849736
0.35,0.2,0.45,-0.03468284330693446
0.35,0.25,0.4,-0.03457771055542752
0.35,0.3,0.35,-0.03447520102697211
0.35,0.35,0.3,-0.03437529823304606
0.35,0.4,0.25,-0.03427793646917827
0.35,0.45,0.2,-0.03418330170293051
0.35,0.5,0.15,-0.03409139938229535
0.35,0.55,0.1,-0.034002141777331824
0.35,0.6,0.05,-0.03391536779029005
0.35,0.65,0.0,-0.03383129554480318
0.4,0.0,0.6,-0.03444550716973024
0.4,0.05,0.55,-0.03433181616730234
0.4,0.1,0.5,-0.03422056058946305
0.4,0.15,0.45,-0.034111838025956034
0.4,0.2,0.4,-0.03400568768868062
0.4,0.25,0.35,-0.03390217865205864
0.4,0.3,0.3,-0.03380136483760329
0.4,0.35,0.25,-0.03370325011345518
0.4,0.4,0.2,-0.03360790022373438
0.4,0.45,0.15,-0.03351535528491517
0.4,0.5,0.1,-0.03342543682118155
0.4,0.55,0.05,-0.033338175291026846
0.4,0.6,0.0,-0.03325362085801601
0.45,0.0,0.55,-0.03378871459344757
0.45,0.05,0.5,-0.03367673490026031
0.45,0.1,0.45,-0.03356730430109883
0.45,0.15,0.4,-0.03346058309076876
0.45,0.2,0.35,-0.03335642426430854
0.45,0.25,0.3,-0.033254897160909416
0.45,0.3,0.25,-0.03315602028509911
0.45,0.35,0.2,-0.03305984778661377
0.45,0.4,0.15,-0.032966443992634896
0.45,0.45,0.1,-0.032875644757740644
0.45,0.5,0.05,-0.03278746622439826
0.45,0.55,0.0,-0.03270215072219825
0.5,0.0,0.5,-0.033159472715282384
0.5,0.05,0.45,-0.03304938938816343
0.5,0.1,0.4,-0.032941767729470765
0.5,0.15,0.35,-0.03283676885564958
0.5,0.2,0.3,-0.03273447078588411
0.5,0.25,0.25,-0.03263505668637619
0.5,0.3,0.2,-0.032538387759940064
0.5,0.35,0.15,-0.032444364859720146
0.5,0.4,0.1,-0.03235298423883523
0.5,0.45,0.05,-0.03226425898129419
0.5,0.5,0.0,-0.03217827958747502
0.55,0.0,0.45,-0.03255685435774701
0.55,0.05,0.4,-0.03244859073498959
0.55,0.1,0.35,-0.032343047126257844
0.55,0.15,0.3,-0.03224014949940243
0.55,0.2,0.25,-0.03213995351810392
0.55,0.25,0.2,-0.03204261103401666
0.55,0.3,0.15,-0.03194810336591788
0.55,0.35,0.1,-0.03185627151209194
0.55,0.4,0.05,-0.03176706616594584
0.55,0.45,0.0,-0.03168061698081194
0.6,0.0,0.4,-0.03198013948952312
0.6,0.05,0.35,-0.031873803377378315
0.6,0.1,0.3,-0.03177031676256815
0.6,0.15,0.25,-0.0316695729910438
0.6,0.2,0.2,-0.03157160602367559
0.6,0.25,0.15,-0.03147632042145606
0.6,0.3,0.1,-0.03138381169721409
0.6,0.35,0.05,-0.031294111245646405
0.6,0.4,0.0,-0.031207212007993774
0.65,0.0,0.35,-0.031429479895901884
0.65,0.05,0.3,-0.031325303071211195
0.65,0.1,0.25,-0.03122384988555024
0.65,0.15,0.2,-0.03112511369690364
0.65,0.2,0.15,-0.031029233129685092
0.65,0.25,0.1,-0.03093617822176196
0.65,0.3,0.05,-0.030845966924921978
0.65,0.35,0.0,-0.030758606648645895
0.7,0.0,0.3,-0.03090511504421487
0.7,0.05,0.25,-0.03080289923068404
0.7,0.1,0.2,-0.03070338482532437
0.7,0.15,0.15,-0.030606772991518538
0.7,0.2,0.1,-0.030513026366699655
0.7,0.25,0.05,-0.030422179075036783
0.7,0.3,0.0,-0.030334130956603055
0.75,0.0,0.25,-0.03040661917934683
0.75,0.05,0.2,-0.030306517145089848
0.75,0.1,0.15,-0.030209179505676906
0.75,0.15,0.1,-0.030114659894626403
0.75,0.2,0.05,-0.030022949289372526
0.75,0.25,0.0,-0.02993421971682952
0.8,0.0,0.2,-0.029934074400798105
0.8,0.05,0.15,-0.029836111270502046
0.8,0.1,0.1,-0.029740959169879996
0.8,0.15,0.05,-0.02964861490018942
0.8,0.2,0.0,-0.029559172869292372
0.85,0.0,0.15,-0.029487737816247056
0.85,0.05,0.1,-0.02939207430895324
0.85,0.1,0.05,-0.02929915205039695
0.85,0.15,0.0,-0.02920893008418986
0.9,0.0,0.1,-0.029068872678391495
0.9,0.05,0.05,-0.028975269037195838
0.9,0.1,0.0,-0.028884507159439604
0.95,0.0,0.05,-0.028676638410701363
0.95,0.05,0.0,-0.028584917932774907
1.0,0.0,0.0,-0.028309963834722958
