horizon,stock_weight,bond_weight,t_bill_weight
1,0.0,0.24,0.76
2,0.4394949411739541,0.29088234764244336,0.2696227111836025
3,0.42830955542279614,0.2835456550695619,0.28814478950764194
4,0.4971713117679404,0.2733488634504421,0.2294798247816175
5,0.4963513336598416,0.27464193621286404,0.22900673012729444
6,0.4904779643869295,0.27696055821487087,0.23256147739819966
7,0.4611266567247999,0.29090689415057647,0.24796644912462362
8,0.4770915771071931,0.2891688638287904,0.2337395590640165
9,0.5156044252520499,0.27215233238165676,0.21224324236629338
10,0.4889098677137396,0.29429124622167313,0.2167988860645873
11,0.5198525667313506,0.2810045065142238,0.19914292675442558
12,0.5292468016050949,0.2578845914254316,0.21286860696947357
13,0.529339561075751,0.26706331896965035,0.20359711995459867
14,0.5401053085665175,0.26959650308331945,0.19029818835016304
15,0.5466645462167398,0.2756436939569933,0.17769175982626695
16,0.548959886483099,0.26242817405898683,0.18861193945791416
17,0.5627200948606796,0.2849036518236214,0.15237625331569898
18,0.5544310500636134,0.256324768976451,0.18924418095993562
19,0.546179807159544,0.28614296175833837,0.16767723108211768
20,0.5672135404412638,0.2854588893011062,0.14732757025763
21,0.5787720091976761,0.27468246012607145,0.14654553067625242
22,0.5453881198525177,0.294035855593745,0.16057602455373732
23,0.5596740528232623,0.2641711938105436,0.17615475336619407
24,0.5445906206681455,0.2982773151519456,0.15713206417990894
25,0.5852073952241801,0.28538335503405693,0.129409249741763
26,0.5766734396180986,0.2719277752342978,0.15139878514760363
27,0.5694762769568542,0.28779027797085477,0.14273344507229102
28,0.585094234066291,0.2934178968291976,0.12148786910451137
29,0.5749485176061824,0.294927265590641,0.13012421680317665
30,0.5678298425021168,0.2834310540632199,0.14873910343466334
31,0.5518952172453707,0.3074363506051151,0.1406684321495142
32,0.582155695625352,0.30862349736655437,0.10922080700809367
33,0.5689716869892995,0.3205255177634785,0.11050279524722206
34,0.58625290534877,0.3400122865171138,0.07373480813411626
35,0.5609983402428272,0.3340832887370801,0.10491837102009266
36,0.5950388315131838,0.34067427135881995,0.06428689712799623
37,0.5527767446120821,0.3319140197672911,0.11530923562062673
38,0.5895478200242733,0.3348536803931412,0.07559849958258552
39,0.570846097163245,0.32449617996743135,0.10465772286932368
40,0.5752509443974104,0.3395345489665324,0.08521450663605717
41,0.5773701141478138,0.3532176208201039,0.06941226503208231
42,0.5411974772383847,0.3664739251356604,0.09232859762595486
43,0.5637945167962639,0.3743610258026808,0.061844457401055264
44,0.5506698034267092,0.3624811480059975,0.08684904856729325
45,0.5535658182849121,0.37812674202504554,0.06830743969004233
46,0.5376601235508505,0.3586511297245011,0.10368874672464845
47,0.5530462468368423,0.38451308709455667,0.06244066606860099
48,0.5584101278560898,0.40282008302848743,0.03876978911542278
49,0.5716866906380828,0.3914103757009929,0.03690293366092434
50,0.5552850183229098,0.38318902675067906,0.06152595492641121
