horizon,stock_weight,bond_weight,t_bill_weight
1,0.0,0.24,0.76
2,0.2682657345996764,0.11309386551480523,0.6186403998855184
3,0.2831003540993733,0.10919240716937247,0.6077072387312541
4,0.29437493592549013,0.10369276902869637,0.6019322950458135
5,0.3012247261002555,0.09998360730974479,0.5987916665899997
6,0.30440655470690287,0.09782844680317852,0.5977649984899187
7,0.30678070764682885,0.09591020145872813,0.5973090908944431
8,0.3125604167884546,0.09312023318628013,0.5943193500252653
9,0.31876405515442785,0.08984353392373688,0.5913924109218353
10,0.3223892931619682,0.08812134836884178,0.58948935846919
11,0.325836681536318,0.0863142444543707,0.5878490740093112
12,0.3300926482806532,0.08360559102388894,0.5863017606954577
13,0.33390567055194065,0.08117561729852402,0.5849187121495354
14,0.3378184413754579,0.07892318041128533,0.5832583782132568
15,0.34183101715202,0.07641828650915676,0.5817506963388233
16,0.3454715374960872,0.07419428926768239,0.5803341732362304
17,0.3487823815199655,0.07209205793056199,0.5791255605494725
18,0.3507462678000073,0.07102714135336055,0.5782265908466322
19,0.3540477640237246,0.06894713855805457,0.5770050974182208
20,0.3562582920870487,0.06753986135421333,0.576201846558738
21,0.3581279056487565,0.0663316936201286,0.5755404007311149
22,0.3606252806250859,0.06476213091752746,0.5746125884573866
23,0.3627391404406317,0.06346834099145848,0.5737925185679098
24,0.3646400860819244,0.06229466718029347,0.5730652467377821
25,0.3666884281932198,0.0610217595139988,0.5722898122927814
26,0.3687263903190588,0.059781379214563585,0.5714922304663776
27,0.3704034377567236,0.0587581242406257,0.5708384380026506
28,0.3721148271324164,0.057727520324938,0.5701576525426456
29,0.37390784843091485,0.056555428481990494,0.5695367230870947
30,0.3758785229625793,0.055379655142934775,0.568741821894486
31,0.37768613989512156,0.054333356182000844,0.5679805039228776
32,0.37939355434231326,0.05329138646782003,0.5673150591898667
33,0.3814964925050168,0.051916098281064194,0.5665874092139189
34,0.3834995528198304,0.050721195609572584,0.565779251570597
35,0.38545832398307844,0.049547373483895804,0.5649943025330257
36,0.3877358664237145,0.04817873047666263,0.5640854030996229
37,0.3897636467643845,0.0469946967150421,0.5632416565205733
38,0.39233655231463116,0.045537617009809774,0.5621258306755591
39,0.3947471599132446,0.04411259625074185,0.5611402438360136
40,0.39693109394951887,0.043032481188640684,0.5600364248618405
41,0.39963499832667493,0.04155068790654179,0.5588143137667833
42,0.40278876405883046,0.03979737047944278,0.5574138654617268
43,0.40510802401144314,0.03885553028687125,0.5560364457016856
44,0.40764413900642793,0.037728509202354564,0.5546273517912175
45,0.4101593741300673,0.036482791696890754,0.553357834173042
46,0.4118675368868434,0.03606354614890725,0.5520689169642492
47,0.4163185620310505,0.033456521730454714,0.5502249162384947
48,0.41849096618958026,0.032107945557465746,0.549401088252954
49,0.42065915714678914,0.030556483193072977,0.5487843596601378
50,0.3665862071443372,0.05987597027916942,0.5735378225764934
