horizon,stock_weight,bond_weight,t_bill_weight,iteration
1,0.0,0.24,0.76,0
2,0.02040816326530612,0.23510204081632652,0.7444897959183674,0
3,0.04081632653061224,0.23020408163265305,0.7289795918367347,0
4,0.0612244897959184,0.2253061224489796,0.713469387755102,0
5,0.08163265306122448,0.2204081632653061,0.6979591836734694,0
6,0.1020408163265306,0.21551020408163266,0.6824489795918367,0
7,0.12244897959183673,0.21061224489795918,0.6669387755102041,0
8,0.14285714285714285,0.2057142857142857,0.6514285714285715,0
9,0.16326530612244897,0.20081632653061224,0.6359183673469389,0
10,0.18367346938775508,0.19591836734693877,0.6204081632653061,0
11,0.2040816326530612,0.19102040816326532,0.6048979591836735,0
12,0.22448979591836732,0.18612244897959185,0.5893877551020408,0
13,0.24489795918367346,0.18122448979591838,0.5738775510204082,0
14,0.26530612244897955,0.1763265306122449,0.5583673469387755,0
15,0.2857142857142857,0.17142857142857143,0.5428571428571429,0
16,0.3061224489795918,0.16653061224489796,0.5273469387755103,0
17,0.32653061224489793,0.16163265306122448,0.5118367346938776,0
18,0.3469387755102041,0.156734693877551,0.4963265306122449,0
19,0.36734693877551017,0.15183673469387754,0.4808163265306123,0
20,0.3877551020408163,0.14693877551020407,0.4653061224489796,0
21,0.4081632653061224,0.14204081632653062,0.449795918367347,0
22,0.42857142857142855,0.13714285714285715,0.43428571428571433,0
23,0.44897959183673464,0.13224489795918368,0.41877551020408166,0
24,0.4693877551020408,0.1273469387755102,0.403265306122449,0
25,0.4897959183673469,0.12244897959183673,0.3877551020408163,0
26,0.5102040816326531,0.11755102040816326,0.3722448979591837,0
27,0.5306122448979591,0.11265306122448981,0.3567346938775511,0
28,0.5510204081632653,0.10775510204081634,0.3412244897959184,0
29,0.5714285714285714,0.10285714285714287,0.32571428571428573,0
30,0.5918367346938775,0.0979591836734694,0.31020408163265306,0
31,0.6122448979591836,0.09306122448979595,0.2946938775510205,0
32,0.6326530612244897,0.08816326530612245,0.2791836734693878,0
33,0.6530612244897959,0.08326530612244898,0.26367346938775515,0
34,0.673469387755102,0.0783673469387755,0.24816326530612243,0
35,0.6938775510204082,0.07346938775510203,0.2326530612244898,0
36,0.7142857142857142,0.06857142857142859,0.2171428571428572,0
37,0.7346938775510203,0.06367346938775512,0.20163265306122458,0
38,0.7551020408163265,0.058775510204081644,0.18612244897959185,0
39,0.7755102040816326,0.05387755102040817,0.17061224489795923,0
40,0.7959183673469387,0.048979591836734726,0.15510204081632661,0
41,0.8163265306122448,0.04408163265306125,0.139591836734694,0
42,0.836734693877551,0.03918367346938778,0.12408163265306127,0
43,0.8571428571428571,0.03428571428571431,0.10857142857142865,0
44,0.8775510204081632,0.029387755102040808,0.09306122448979592,0
45,0.8979591836734693,0.024489795918367363,0.07755102040816331,0
46,0.9183673469387754,0.01959183673469389,0.06204081632653069,0
47,0.9387755102040816,0.014693877551020418,0.04653061224489796,0
48,0.9591836734693877,0.009795918367346945,0.031020408163265345,0
49,0.9795918367346939,0.004897959183673473,0.015510204081632617,0
50,1.0,0.0,0.0,0
1,0.0266666563996285,0.22666667121810113,0.7466666723822704,1
2,0.0485672351819248,0.22076252669303584,0.7306702381250394,1
3,0.0688356186137742,0.21597119233518938,0.7151931890510365,1
4,0.08910667349460846,0.21117985520818114,0.6997134712972104,1
5,0.10938004258229252,0.20638904321089957,0.6842309142068079,1
6,0.12965525327318733,0.20159938774553576,0.6687453589812768,1
7,0.1499316987635627,0.1968116310418568,0.6532566701945804,1
8,0.17020862232819475,0.1920266306878807,0.6377647469839245,1
9,0.1904851111901283,0.18724535340146514,0.6222695354084067,1
10,0.21076007407955788,0.18246887993764668,0.6067710459827954,1
11,0.23103225890379772,0.17769837305688763,0.5912693680393146,1
12,0.2513002465667572,0.17293506274231815,0.5757646906909246,1
13,0.27156246234910936,0.1681802179810789,0.5602573196698117,1
14,0.2918171963208842,0.1634351103557629,0.5447476933233529,1
15,0.3120626498249236,0.15870095138284515,0.5292363987922313,1
16,0.3322969798394324,0.15397883660912942,0.5137241835514382,1
17,0.3525183370709002,0.14926970925020258,0.49821195367889726,1
18,0.3727249501889428,0.14457427258318842,0.48270077722786875,1
19,0.3929151969963194,0.1398929335069808,0.4671918694966997,1
20,0.41308765810337894,0.13522578030618712,0.45168656159043397,1
21,0.43324122019031175,0.13057249800935225,0.4361862818003361,1
22,0.45337512512442535,0.12593238353193348,0.4206924913436412,1
23,0.47348905974453226,0.12130426878635994,0.4052066714691078,1
24,0.49358318591208605,0.11668656868365096,0.389730245404263,1
25,0.5136580711030674,0.11207746764851055,0.37426446124842205,1
26,0.5337148670634798,0.10747467986402165,0.35881045307249854,1
27,0.5537548050564739,0.10287642918137863,0.3433687657621475,1
28,0.5631159849650861,0.11918491215657226,0.3176991028783417,1
29,0.5831288395985974,0.1146097345641269,0.30226142583727567,1
30,0.6031329931789153,0.11003164621815475,0.2868353606029299,1
31,0.6231302512351815,0.10545000184121128,0.2714197469236072,1
32,0.62179953196882,0.11027263720997725,0.26792783082120275,1
33,0.6417855638865368,0.1056729234892009,0.2525415126242623,1
