start,iteration,global_step,bisection_iteration,horizon,stock_weight,bond_weight,t_bill_weight,is_control_point
random_02,0,0,0,1,0.3371901981255373,0.29716015893055886,0.36564964294390384,True
random_02,0,0,0,2,0.33148213578692654,0.3056555156817852,0.3628623485312883,False
random_02,0,0,0,3,0.3257740734483158,0.31415087243301143,0.3600750541186728,False
random_02,0,0,0,4,0.32006601110970506,0.3226462291842377,0.35728775970605725,False
random_02,0,0,0,5,0.3143579487710943,0.331141585935464,0.3545004652934417,False
random_02,0,0,0,6,0.30864988643248353,0.3396369426866903,0.35171317088082615,False
random_02,0,0,0,7,0.3029418240938728,0.34813229943791657,0.3489258764682106,False
random_02,0,0,0,8,0.29723376175526206,0.3566276561891428,0.3461385820555951,False
random_02,0,0,0,9,0.2915256994166513,0.36512301294036914,0.34335128764297956,False
random_02,0,0,0,10,0.28581763707804053,0.37361836969159545,0.340563993230364,False
random_02,0,0,0,11,0.2801095747394298,0.3821137264428217,0.33777669881774847,False
random_02,0,0,0,12,0.27440151240081906,0.39060908319404797,0.334989404405133,False
random_02,0,0,0,13,0.26869345006220835,0.3991044399452743,0.3322021099925174,False
random_02,0,0,0,14,0.2629853877235976,0.4075997966965006,0.3294148155799019,False
random_02,0,0,0,15,0.2572773253849868,0.41609515344772685,0.3266275211672863,False
random_02,0,0,0,16,0.25156926304637606,0.4245905101989531,0.32384022675467083,False
random_02,0,0,0,17,0.24586120070776535,0.4330858669501794,0.3210529323420553,False
random_02,0,0,0,18,0.24015313836915458,0.44158122370140573,0.31826563792943974,False
random_02,0,0,0,19,0.23444507603054382,0.450076580452632,0.3154783435168242,False
random_02,0,0,0,20,0.22873701369193308,0.45857193720385825,0.3126910491042087,False
random_02,0,0,0,21,0.22302895135332235,0.4670672939550846,0.30990375469159315,False
random_02,0,0,0,22,0.21732088901471158,0.4755626507063109,0.3071164602789776,False
random_02,0,0,0,23,0.21161282667610085,0.48405800745753713,0.30432916586636205,False
random_02,0,0,0,24,0.20590476433749008,0.49255336420876344,0.30154187145374656,False
random_02,0,0,0,25,0.20019670199887935,0.5010487209599896,0.298754577041131,False
random_02,0,0,0,26,0.19448863966026858,0.509544077711216,0.29596728262851546,False
random_02,0,0,0,27,0.18878057732165784,0.5180394344624423,0.2931799882158999,False
random_02,0,0,0,28,0.1830725149830471,0.5265347912136685,0.2903926938032844,False
random_02,0,0,0,29,0.17736445264443634,0.5350301479648949,0.28760539939066887,False
random_02,0,0,0,30,0.1716563903058256,0.5435255047161212,0.2848181049780533,False
random_02,0,0,0,31,0.16594832796721484,0.5520208614673474,0.2820308105654378,False
random_02,0,0,0,32,0.16024026562860408,0.5605162182185737,0.2792435161528223,False
random_02,0,0,0,33,0.15453220328999337,0.5690115749697999,0.27645622174020673,False
random_02,0,0,0,34,0.1488241409513826,0.5775069317210263,0.2736689273275912,False
random_02,0,0,0,35,0.14311607861277184,0.5860022884722526,0.27088163291497563,False
random_02,0,0,0,36,0.1374080162741611,0.5944976452234789,0.2680943385023601,False
random_02,0,0,0,37,0.13169995393555034,0.6029930019747052,0.2653070440897446,False
random_02,0,0,0,38,0.12599189159693963,0.6114883587259314,0.26251974967712904,False
random_02,0,0,0,39,0.12028382925832887,0.6199837154771577,0.2597324552645135,False
random_02,0,0,0,40,0.1145757669197181,0.628479072228384,0.256945160851898,False
random_02,0,0,0,41,0.10886770458110737,0.6369744289796103,0.25415786643928245,False
random_02,0,0,0,42,0.1031596422424966,0.6454697857308366,0.2513705720266669,False
random_02,0,0,0,43,0.09745157990388587,0.6539651424820628,0.24858327761405138,False
random_02,0,0,0,44,0.09174351756527513,0.6624604992332892,0.24579598320143584,False
random_02,0,0,0,45,0.08603545522666439,0.6709558559845155,0.24300868878882032,False
random_02,0,0,0,46,0.08032739288805363,0.6794512127357417,0.24022139437620477,False
random_02,0,0,0,47,0.07461933054944286,0.687946569486968,0.23743409996358922,False
random_02,0,0,0,48,0.06891126821083216,0.6964419262381942,0.2346468055509737,False
random_02,0,0,0,49,0.06320320587222139,0.7049372829894205,0.23185951113835818,False
random_02,0,0,0,50,0.057495143533610626,0.7134326397406469,0.22907221672574263,True
random_02,10,10,1,1,0.13392494728874144,0.22024239804507706,0.6458326546661816,True
random_02,10,10,1,2,0.1535002505353606,0.22554607844717695,0.6209536710174626,False
random_02,10,10,1,3,0.17307555378197978,0.2308497588492768,0.5960746873687435,False
random_02,10,10,1,4,0.19265085702859894,0.2361534392513767,0.5711957037200244,False
random_02,10,10,1,5,0.21222616027521812,0.24145711965347655,0.5463167200713054,False
random_02,10,10,1,6,0.23180146352183728,0.24676080005557643,0.5214377364225864,False
random_02,10,10,1,7,0.25137676676845644,0.2520644804576763,0.4965587527738673,False
random_02,10,10,1,8,0.2709520700150756,0.2573681608597762,0.47167976912514825,False
random_02,10,10,1,9,0.29052737326169475,0.26267184126187604,0.4468007854764292,False
random_02,10,10,1,10,0.31010267650831397,0.2679755216639759,0.42192180182771016,False
random_02,10,10,1,11,0.3296779797549331,0.2732792020660758,0.3970428181789911,False
random_02,10,10,1,12,0.3492532830015523,0.2785828824681757,0.3721638345302721,False
random_02,10,10,1,13,0.3688285862481715,0.2838865628702756,0.34728485088155303,False
random_02,10,10,1,14,0.3884038894947906,0.2891902432723754,0.322405867232834,False
random_02,10,10,1,15,0.4079791927414098,0.2944939236744753,0.29752688358411494,False
random_02,10,10,1,16,0.42755449598802897,0.2997976040765752,0.2726478999353959,False
random_02,10,10,1,17,0.44712979923464813,0.305101284478675,0.24776891628667685,False
random_02,10,10,1,18,0.46670510248126734,0.31040496488077496,0.2228899326379578,False
random_02,10,10,1,19,0.4862804057278865,0.3157086452828748,0.19801094898923877,False
random_02,10,10,1,20,0.5058557089745057,0.3210123256849747,0.17313196534051972,False
random_02,10,10,1,21,0.5254310122211248,0.32631600608707456,0.14825298169180068,False
random_02,10,10,1,22,0.545006315467744,0.3316196864891744,0.12337399804308158,False
random_02,10,10,1,23,0.5645816187143631,0.3369233668912743,0.09849501439436259,False
random_02,10,10,1,24,0.5841569219609823,0.34222704729337416,0.07361603074564349,False
random_02,10,10,1,25,0.6037322252076015,0.34753072769547405,0.048737047096924446,True
random_02,10,10,1,26,0.6008016309048478,0.35241080388210466,0.04678756521304747,False
random_02,10,10,1,27,0.5978710366020943,0.3572908800687353,0.04483808332917049,False
random_02,10,10,1,28,0.5949404422993406,0.3621709562553659,0.042888601445293516,False
random_02,10,10,1,29,0.592009847996587,0.3670510324419965,0.040939119561416534,False
random_02,10,10,1,30,0.5890792536938333,0.3719311086286271,0.03898963767753956,False
random_02,10,10,1,31,0.5861486593910797,0.3768111848152577,0.03704015579366258,False
random_02,10,10,1,32,0.5832180650883261,0.3816912610018883,0.0350906739097856,False
random_02,10,10,1,33,0.5802874707855724,0.38657133718851894,0.03314119202590862,False
random_02,10,10,1,34,0.5773568764828189,0.39145141337514955,0.031191710142031648,False
random_02,10,10,1,35,0.5744262821800652,0.39633148956178016,0.029242228258154666,False
random_02,10,10,1,36,0.5714956878773115,0.40121156574841077,0.02729274637427769,False
random_02,10,10,1,37,0.5685650935745579,0.4060916419350413,0.025343264490400714,False
random_02,10,10,1,38,0.5656344992718043,0.410971718121672,0.023393782606523732,False
random_02,10,10,1,39,0.5627039049690507,0.41585179430830255,0.021444300722646754,False
random_02,10,10,1,40,0.559773310666297,0.42073187049493316,0.01949481883876978,False
random_02,10,10,1,41,0.5568427163635434,0.42561194668156377,0.0175453369548928,False
