arm,dataset,path_level_score,score_column,recorded_at_utc,starting_age,yearly_score,stock_weight,bond_weight,t_bill_weight,block_length,num_simulations,seed,starting_ages,retirement_age,first_withdrawal_age,withdrawal_rate,base_annual_contribution,post_retirement_objective,pre_retirement_objective,pre_retirement_contributions,pre_retirement_starting_balance,pre_retirement_lookahead,portfolio_chunk_size,candidate_radius,projection_steps,path_distance_lambda,path_direction_lambda,returns
retirement,from_1927,0.43754485719656117,terminal_worst_4pct_mean,2026-07-03T23:05:24.548908+00:00,20,1.3961854716635707,1.0,0.0,0.0,10,20000,20260620,20-90,65,66,0.035,1.0,maximize mean terminal balance over worst 2% of paths,"maximize the mean of the worst 2% of path metrics, where each metric is XIRR-to-65 converted to a pre-retirement growth ratio and multiplied by the post-retirement terminal wealth ratio",age-specific real contribution constants estimated as the mean contribution/entering-balance ratio from a no-contribution reference path,candidate evaluations use a unit entering balance for ages 21-65; age 20 starts from zero because there is no prior accumulated balance,candidate younger-age step is projected same-distance same-direction for configured N steps,500,0.1,4,0.0,0.0,real annual returns; withdrawals are therefore fixed in real terms
retirement,from_1927,0.43754485719656117,terminal_worst_4pct_mean,2026-07-03T23:05:24.548908+00:00,21,1.3466942221639568,1.0,0.0,0.0,10,20000,20260620,20-90,65,66,0.035,1.0,maximize mean terminal balance over worst 2% of paths,"maximize the mean of the worst 2% of path metrics, where each metric is XIRR-to-65 converted to a pre-retirement growth ratio and multiplied by the post-retirement terminal wealth ratio",age-specific real contribution constants estimated as the mean contribution/entering-balance ratio from a no-contribution reference path,candidate evaluations use a unit entering balance for ages 21-65; age 20 starts from zero because there is no prior accumulated balance,candidate younger-age step is projected same-distance same-direction for configured N steps,500,0.1,4,0.0,0.0,real annual returns; withdrawals are therefore fixed in real terms
retirement,from_1927,0.43754485719656117,terminal_worst_4pct_mean,2026-07-03T23:05:24.548908+00:00,22,1.2923511118935271,1.0,0.0,0.0,10,20000,20260620,20-90,65,66,0.035,1.0,maximize mean terminal balance over worst 2% of paths,"maximize the mean of the worst 2% of path metrics, where each metric is XIRR-to-65 converted to a pre-retirement growth ratio and multiplied by the post-retirement terminal wealth ratio",age-specific real contribution constants estimated as the mean contribution/entering-balance ratio from a no-contribution reference path,candidate evaluations use a unit entering balance for ages 21-65; age 20 starts from zero because there is no prior accumulated balance,candidate younger-age step is projected same-distance same-direction for configured N steps,500,0.1,4,0.0,0.0,real annual returns; withdrawals are therefore fixed in real terms
retirement,from_1927,0.43754485719656117,terminal_worst_4pct_mean,2026-07-03T23:05:24.548908+00:00,23,1.2407784583666732,1.0,0.0,0.0,10,20000,20260620,20-90,65,66,0.035,1.0,maximize mean terminal balance over worst 2% of paths,"maximize the mean of the worst 2% of path metrics, where each metric is XIRR-to-65 converted to a pre-retirement growth ratio and multiplied by the post-retirement terminal wealth ratio",age-specific real contribution constants estimated as the mean contribution/entering-balance ratio from a no-contribution reference path,candidate evaluations use a unit entering balance for ages 21-65; age 20 starts from zero because there is no prior accumulated balance,candidate younger-age step is projected same-distance same-direction for configured N steps,500,0.1,4,0.0,0.0,real annual returns; withdrawals are therefore fixed in real terms
retirement,from_1927,0.43754485719656117,terminal_worst_4pct_mean,2026-07-03T23:05:24.548908+00:00,24,1.1824119427527702,1.0,0.0,0.0,10,20000,20260620,20-90,65,66,0.035,1.0,maximize mean terminal balance over worst 2% of paths,"maximize the mean of the worst 2% of path metrics, where each metric is XIRR-to-65 converted to a pre-retirement growth ratio and multiplied by the post-retirement terminal wealth ratio",age-specific real contribution constants estimated as the mean contribution/entering-balance ratio from a no-contribution reference path,candidate evaluations use a unit entering balance for ages 21-65; age 20 starts from zero because there is no prior accumulated balance,candidate younger-age step is projected same-distance same-direction for configured N steps,500,0.1,4,0.0,0.0,real annual returns; withdrawals are therefore fixed in real terms
retirement,from_1927,0.43754485719656117,terminal_worst_4pct_mean,2026-07-03T23:05:24.548908+00:00,25,1.129993226331293,1.0,0.0,0.0,10,20000,20260620,20-90,65,66,0.035,1.0,maximize mean terminal balance over worst 2% of paths,"maximize the mean of the worst 2% of path metrics, where each metric is XIRR-to-65 converted to a pre-retirement growth ratio and multiplied by the post-retirement terminal wealth ratio",age-specific real contribution constants estimated as the mean contribution/entering-balance ratio from a no-contribution reference path,candidate evaluations use a unit entering balance for ages 21-65; age 20 starts from zero because there is no prior accumulated balance,candidate younger-age step is projected same-distance same-direction for configured N steps,500,0.1,4,0.0,0.0,real annual returns; withdrawals are therefore fixed in real terms
retirement,from_1927,0.43754485719656117,terminal_worst_4pct_mean,2026-07-03T23:05:24.548908+00:00,26,1.07956159282849,1.0,0.0,0.0,10,20000,20260620,20-90,65,66,0.035,1.0,maximize mean terminal balance over worst 2% of paths,"maximize the mean of the worst 2% of path metrics, where each metric is XIRR-to-65 converted to a pre-retirement growth ratio and multiplied by the post-retirement terminal wealth ratio",age-specific real contribution constants estimated as the mean contribution/entering-balance ratio from a no-contribution reference path,candidate evaluations use a unit entering balance for ages 21-65; age 20 starts from zero because there is no prior accumulated balance,candidate younger-age step is projected same-distance same-direction for configured N steps,500,0.1,4,0.0,0.0,real annual returns; withdrawals are therefore fixed in real terms
retirement,from_1927,0.43754485719656117,terminal_worst_4pct_mean,2026-07-03T23:05:24.548908+00:00,27,1.0293656959032078,1.0,0.0,0.0,10,20000,20260620,20-90,65,66,0.035,1.0,maximize mean terminal balance over worst 2% of paths,"maximize the mean of the worst 2% of path metrics, where each metric is XIRR-to-65 converted to a pre-retirement growth ratio and multiplied by the post-retirement terminal wealth ratio",age-specific real contribution constants estimated as the mean contribution/entering-balance ratio from a no-contribution reference path,candidate evaluations use a unit entering balance for ages 21-65; age 20 starts from zero because there is no prior accumulated balance,candidate younger-age step is projected same-distance same-direction for configured N steps,500,0.1,4,0.0,0.0,real annual returns; withdrawals are therefore fixed in real terms
retirement,from_1927,0.43754485719656117,terminal_worst_4pct_mean,2026-07-03T23:05:24.548908+00:00,28,0.9857527586917112,1.0,0.0,0.0,10,20000,20260620,20-90,65,66,0.035,1.0,maximize mean terminal balance over worst 2% of paths,"maximize the mean of the worst 2% of path metrics, where each metric is XIRR-to-65 converted to a pre-retirement growth ratio and multiplied by the post-retirement terminal wealth ratio",age-specific real contribution constants estimated as the mean contribution/entering-balance ratio from a no-contribution reference path,candidate evaluations use a unit entering balance for ages 21-65; age 20 starts from zero because there is no prior accumulated balance,candidate younger-age step is projected same-distance same-direction for configured N steps,500,0.1,4,0.0,0.0,real annual returns; withdrawals are therefore fixed in real terms
retirement,from_1927,0.43754485719656117,terminal_worst_4pct_mean,2026-07-03T23:05:24.548908+00:00,29,0.940776942591747,1.0,0.0,0.0,10,20000,20260620,20-90,65,66,0.035,1.0,maximize mean terminal balance over worst 2% of paths,"maximize the mean of the worst 2% of path metrics, where each metric is XIRR-to-65 converted to a pre-retirement growth ratio and multiplied by the post-retirement terminal wealth ratio",age-specific real contribution constants estimated as the mean contribution/entering-balance ratio from a no-contribution reference path,candidate evaluations use a unit entering balance for ages 21-65; age 20 starts from zero because there is no prior accumulated balance,candidate younger-age step is projected same-distance same-direction for configured N steps,500,0.1,4,0.0,0.0,real annual returns; withdrawals are therefore fixed in real terms
retirement,from_1927,0.43754485719656117,terminal_worst_4pct_mean,2026-07-03T23:05:24.548908+00:00,30,0.892674191687727,1.0,0.0,0.0,10,20000,20260620,20-90,65,66,0.035,1.0,maximize mean terminal balance over worst 2% of paths,"maximize the mean of the worst 2% of path metrics, where each metric is XIRR-to-65 converted to a pre-retirement growth ratio and multiplied by the post-retirement terminal wealth ratio",age-specific real contribution constants estimated as the mean contribution/entering-balance ratio from a no-contribution reference path,candidate evaluations use a unit entering balance for ages 21-65; age 20 starts from zero because there is no prior accumulated balance,candidate younger-age step is projected same-distance same-direction for configured N steps,500,0.1,4,0.0,0.0,real annual returns; withdrawals are therefore fixed in real terms
retirement,from_1927,0.43754485719656117,terminal_worst_4pct_mean,2026-07-03T23:05:24.548908+00:00,31,0.8433202318924488,0.98,0.02,0.0,10,20000,20260620,20-90,65,66,0.035,1.0,maximize mean terminal balance over worst 2% of paths,"maximize the mean of the worst 2% of path metrics, where each metric is XIRR-to-65 converted to a pre-retirement growth ratio and multiplied by the post-retirement terminal wealth ratio",age-specific real contribution constants estimated as the mean contribution/entering-balance ratio from a no-contribution reference path,candidate evaluations use a unit entering balance for ages 21-65; age 20 starts from zero because there is no prior accumulated balance,candidate younger-age step is projected same-distance same-direction for configured N steps,500,0.1,4,0.0,0.0,real annual returns; withdrawals are therefore fixed in real terms
retirement,from_1927,0.43754485719656117,terminal_worst_4pct_mean,2026-07-03T23:05:24.548908+00:00,32,0.8019476632075103,1.0,0.0,0.0,10,20000,20260620,20-90,65,66,0.035,1.0,maximize mean terminal balance over worst 2% of paths,"maximize the mean of the worst 2% of path metrics, where each metric is XIRR-to-65 converted to a pre-retirement growth ratio and multiplied by the post-retirement terminal wealth ratio",age-specific real contribution constants estimated as the mean contribution/entering-balance ratio from a no-contribution reference path,candidate evaluations use a unit entering balance for ages 21-65; age 20 starts from zero because there is no prior accumulated balance,candidate younger-age step is projected same-distance same-direction for configured N steps,500,0.1,4,0.0,0.0,real annual returns; withdrawals are therefore fixed in real terms
retirement,from_1927,0.43754485719656117,terminal_worst_4pct_mean,2026-07-03T23:05:24.548908+00:00,33,0.7727410068931807,0.98,0.02,0.0,10,20000,20260620,20-90,65,66,0.035,1.0,maximize mean terminal balance over worst 2% of paths,"maximize the mean of the worst 2% of path metrics, where each metric is XIRR-to-65 converted to a pre-retirement growth ratio and multiplied by the post-retirement terminal wealth ratio",age-specific real contribution constants estimated as the mean contribution/entering-balance ratio from a no-contribution reference path,candidate evaluations use a unit entering balance for ages 21-65; age 20 starts from zero because there is no prior accumulated balance,candidate younger-age step is projected same-distance same-direction for configured N steps,500,0.1,4,0.0,0.0,real annual returns; withdrawals are therefore fixed in real terms
retirement,from_1927,0.43754485719656117,terminal_worst_4pct_mean,2026-07-03T23:05:24.548908+00:00,34,0.7361846103166526,0.98,0.02,0.0,10,20000,20260620,20-90,65,66,0.035,1.0,maximize mean terminal balance over worst 2% of paths,"maximize the mean of the worst 2% of path metrics, where each metric is XIRR-to-65 converted to a pre-retirement growth ratio and multiplied by the post-retirement terminal wealth ratio",age-specific real contribution constants estimated as the mean contribution/entering-balance ratio from a no-contribution reference path,candidate evaluations use a unit entering balance for ages 21-65; age 20 starts from zero because there is no prior accumulated balance,candidate younger-age step is projected same-distance same-direction for configured N steps,500,0.1,4,0.0,0.0,real annual returns; withdrawals are therefore fixed in real terms
retirement,from_1927,0.43754485719656117,terminal_worst_4pct_mean,2026-07-03T23:05:24.548908+00:00,35,0.69323660597986,0.98,0.02,0.0,10,20000,20260620,20-90,65,66,0.035,1.0,maximize mean terminal balance over worst 2% of paths,"maximize the mean of the worst 2% of path metrics, where each metric is XIRR-to-65 converted to a pre-retirement growth ratio and multiplied by the post-retirement terminal wealth ratio",age-specific real contribution constants estimated as the mean contribution/entering-balance ratio from a no-contribution reference path,candidate evaluations use a unit entering balance for ages 21-65; age 20 starts from zero because there is no prior accumulated balance,candidate younger-age step is projected same-distance same-direction for configured N steps,500,0.1,4,0.0,0.0,real annual returns; withdrawals are therefore fixed in real terms
retirement,from_1927,0.43754485719656117,terminal_worst_4pct_mean,2026-07-03T23:05:24.548908+00:00,36,0.6578363007821372,1.0,0.0,0.0,10,20000,20260620,20-90,65,66,0.035,1.0,maximize mean terminal balance over worst 2% of paths,"maximize the mean of the worst 2% of path metrics, where each metric is XIRR-to-65 converted to a pre-retirement growth ratio and multiplied by the post-retirement terminal wealth ratio",age-specific real contribution constants estimated as the mean contribution/entering-balance ratio from a no-contribution reference path,candidate evaluations use a unit entering balance for ages 21-65; age 20 starts from zero because there is no prior accumulated balance,candidate younger-age step is projected same-distance same-direction for configured N steps,500,0.1,4,0.0,0.0,real annual returns; withdrawals are therefore fixed in real terms
retirement,from_1927,0.43754485719656117,terminal_worst_4pct_mean,2026-07-03T23:05:24.548908+00:00,37,0.6218610795771268,0.9,0.1,0.0,10,20000,20260620,20-90,65,66,0.035,1.0,maximize mean terminal balance over worst 2% of paths,"maximize the mean of the worst 2% of path metrics, where each metric is XIRR-to-65 converted to a pre-retirement growth ratio and multiplied by the post-retirement terminal wealth ratio",age-specific real contribution constants estimated as the mean contribution/entering-balance ratio from a no-contribution reference path,candidate evaluations use a unit entering balance for ages 21-65; age 20 starts from zero because there is no prior accumulated balance,candidate younger-age step is projected same-distance same-direction for configured N steps,500,0.1,4,0.0,0.0,real annual returns; withdrawals are therefore fixed in real terms
retirement,from_1927,0.43754485719656117,terminal_worst_4pct_mean,2026-07-03T23:05:24.548908+00:00,38,0.5911714171253473,0.82,0.18,0.0,10,20000,20260620,20-90,65,66,0.035,1.0,maximize mean terminal balance over worst 2% of paths,"maximize the mean of the worst 2% of path metrics, where each metric is XIRR-to-65 converted to a pre-retirement growth ratio and multiplied by the post-retirement terminal wealth ratio",age-specific real contribution constants estimated as the mean contribution/entering-balance ratio from a no-contribution reference path,candidate evaluations use a unit entering balance for ages 21-65; age 20 starts from zero because there is no prior accumulated balance,candidate younger-age step is projected same-distance same-direction for configured N steps,500,0.1,4,0.0,0.0,real annual returns; withdrawals are therefore fixed in real terms
retirement,from_1927,0.43754485719656117,terminal_worst_4pct_mean,2026-07-03T23:05:24.548908+00:00,39,0.5653190265649372,0.78,0.22,0.0,10,20000,20260620,20-90,65,66,0.035,1.0,maximize mean terminal balance over worst 2% of paths,"maximize the mean of the worst 2% of path metrics, where each metric is XIRR-to-65 converted to a pre-retirement growth ratio and multiplied by the post-retirement terminal wealth ratio",age-specific real contribution constants estimated as the mean contribution/entering-balance ratio from a no-contribution reference path,candidate evaluations use a unit entering balance for ages 21-65; age 20 starts from zero because there is no prior accumulated balance,candidate younger-age step is projected same-distance same-direction for configured N steps,500,0.1,4,0.0,0.0,real annual returns; withdrawals are therefore fixed in real terms
retirement,from_1927,0.43754485719656117,terminal_worst_4pct_mean,2026-07-03T23:05:24.548908+00:00,40,0.5455377840069463,0.76,0.24,0.0,10,20000,20260620,20-90,65,66,0.035,1.0,maximize mean terminal balance over worst 2% of paths,"maximize the mean of the worst 2% of path metrics, where each metric is XIRR-to-65 converted to a pre-retirement growth ratio and multiplied by the post-retirement terminal wealth ratio",age-specific real contribution constants estimated as the mean contribution/entering-balance ratio from a no-contribution reference path,candidate evaluations use a unit entering balance for ages 21-65; age 20 starts from zero because there is no prior accumulated balance,candidate younger-age step is projected same-distance same-direction for configured N steps,500,0.1,4,0.0,0.0,real annual returns; withdrawals are therefore fixed in real terms
retirement,from_1927,0.43754485719656117,terminal_worst_4pct_mean,2026-07-03T23:05:24.548908+00:00,41,0.5222402168853517,0.78,0.22,0.0,10,20000,20260620,20-90,65,66,0.035,1.0,maximize mean terminal balance over worst 2% of paths,"maximize the mean of the worst 2% of path metrics, where each metric is XIRR-to-65 converted to a pre-retirement growth ratio and multiplied by the post-retirement terminal wealth ratio",age-specific real contribution constants estimated as the mean contribution/entering-balance ratio from a no-contribution reference path,candidate evaluations use a unit entering balance for ages 21-65; age 20 starts from zero because there is no prior accumulated balance,candidate younger-age step is projected same-distance same-direction for configured N steps,500,0.1,4,0.0,0.0,real annual returns; withdrawals are therefore fixed in real terms
retirement,from_1927,0.43754485719656117,terminal_worst_4pct_mean,2026-07-03T23:05:24.548908+00:00,42,0.4928466404124097,0.82,0.18,0.0,10,20000,20260620,20-90,65,66,0.035,1.0,maximize mean terminal balance over worst 2% of paths,"maximize the mean of the worst 2% of path metrics, where each metric is XIRR-to-65 converted to a pre-retirement growth ratio and multiplied by the post-retirement terminal wealth ratio",age-specific real contribution constants estimated as the mean contribution/entering-balance ratio from a no-contribution reference path,candidate evaluations use a unit entering balance for ages 21-65; age 20 starts from zero because there is no prior accumulated balance,candidate younger-age step is projected same-distance same-direction for configured N steps,500,0.1,4,0.0,0.0,real annual returns; withdrawals are therefore fixed in real terms
retirement,from_1927,0.43754485719656117,terminal_worst_4pct_mean,2026-07-03T23:05:24.548908+00:00,43,0.47287351467492406,0.86,0.14,0.0,10,20000,20260620,20-90,65,66,0.035,1.0,maximize mean terminal balance over worst 2% of paths,"maximize the mean of the worst 2% of path metrics, where each metric is XIRR-to-65 converted to a pre-retirement growth ratio and multiplied by the post-retirement terminal wealth ratio",age-specific real contribution constants estimated as the mean contribution/entering-balance ratio from a no-contribution reference path,candidate evaluations use a unit entering balance for ages 21-65; age 20 starts from zero because there is no prior accumulated balance,candidate younger-age step is projected same-distance same-direction for configured N steps,500,0.1,4,0.0,0.0,real annual returns; withdrawals are therefore fixed in real terms
retirement,from_1927,0.43754485719656117,terminal_worst_4pct_mean,2026-07-03T23:05:24.548908+00:00,44,0.4518197609970467,0.86,0.14,0.0,10,20000,20260620,20-90,65,66,0.035,1.0,maximize mean terminal balance over worst 2% of paths,"maximize the mean of the worst 2% of path metrics, where each metric is XIRR-to-65 converted to a pre-retirement growth ratio and multiplied by the post-retirement terminal wealth ratio",age-specific real contribution constants estimated as the mean contribution/entering-balance ratio from a no-contribution reference path,candidate evaluations use a unit entering balance for ages 21-65; age 20 starts from zero because there is no prior accumulated balance,candidate younger-age step is projected same-distance same-direction for configured N steps,500,0.1,4,0.0,0.0,real annual returns; withdrawals are therefore fixed in real terms
retirement,from_1927,0.43754485719656117,terminal_worst_4pct_mean,2026-07-03T23:05:24.548908+00:00,45,0.4288457041689454,0.84,0.16,0.0,10,20000,20260620,20-90,65,66,0.035,1.0,maximize mean terminal balance over worst 2% of paths,"maximize the mean of the worst 2% of path metrics, where each metric is XIRR-to-65 converted to a pre-retirement growth ratio and multiplied by the post-retirement terminal wealth ratio",age-specific real contribution constants estimated as the mean contribution/entering-balance ratio from a no-contribution reference path,candidate evaluations use a unit entering balance for ages 21-65; age 20 starts from zero because there is no prior accumulated balance,candidate younger-age step is projected same-distance same-direction for configured N steps,500,0.1,4,0.0,0.0,real annual returns; withdrawals are therefore fixed in real terms
retirement,from_1927,0.43754485719656117,terminal_worst_4pct_mean,2026-07-03T23:05:24.548908+00:00,46,0.40454761653829563,0.8,0.2,0.0,10,20000,20260620,20-90,65,66,0.035,1.0,maximize mean terminal balance over worst 2% of paths,"maximize the mean of the worst 2% of path metrics, where each metric is XIRR-to-65 converted to a pre-retirement growth ratio and multiplied by the post-retirement terminal wealth ratio",age-specific real contribution constants estimated as the mean contribution/entering-balance ratio from a no-contribution reference path,candidate evaluations use a unit entering balance for ages 21-65; age 20 starts from zero because there is no prior accumulated balance,candidate younger-age step is projected same-distance same-direction for configured N steps,500,0.1,4,0.0,0.0,real annual returns; withdrawals are therefore fixed in real terms
retirement,from_1927,0.43754485719656117,terminal_worst_4pct_mean,2026-07-03T23:05:24.548908+00:00,47,0.38730666511797873,0.78,0.22,0.0,10,20000,20260620,20-90,65,66,0.035,1.0,maximize mean terminal balance over worst 2% of paths,"maximize the mean of the worst 2% of path metrics, where each metric is XIRR-to-65 converted to a pre-retirement growth ratio and multiplied by the post-retirement terminal wealth ratio",age-specific real contribution constants estimated as the mean contribution/entering-balance ratio from a no-contribution reference path,candidate evaluations use a unit entering balance for ages 21-65; age 20 starts from zero because there is no prior accumulated balance,candidate younger-age step is projected same-distance same-direction for configured N steps,500,0.1,4,0.0,0.0,real annual returns; withdrawals are therefore fixed in real terms
retirement,from_1927,0.43754485719656117,terminal_worst_4pct_mean,2026-07-03T23:05:24.548908+00:00,48,0.3656046459321721,0.76,0.24,0.0,10,20000,20260620,20-90,65,66,0.035,1.0,maximize mean terminal balance over worst 2% of paths,"maximize the mean of the worst 2% of path metrics, where each metric is XIRR-to-65 converted to a pre-retirement growth ratio and multiplied by the post-retirement terminal wealth ratio",age-specific real contribution constants estimated as the mean contribution/entering-balance ratio from a no-contribution reference path,candidate evaluations use a unit entering balance for ages 21-65; age 20 starts from zero because there is no prior accumulated balance,candidate younger-age step is projected same-distance same-direction for configured N steps,500,0.1,4,0.0,0.0,real annual returns; withdrawals are therefore fixed in real terms
