start,iteration,global_step,bisection_iteration,iteration_step,raw_objective,curvature_penalty_value,curvature_penalty_term,regularized_objective,canonical_objective,objective,control_point_count,smooth,smoothing_strength,smoothing_bandwidth
random_00,40,40,4,10,-0.04383719778936958,0.35278223274049736,0.0,-0.04383719778936958,-0.04379578994937776,-0.04383719778936958,17,True,0.2,10.0
random_01,0,0,0,0,-0.04963580695205727,2.837857773054592e-27,0.0,-0.04963580695205727,-0.04960404706252808,-0.04963580695205727,2,True,0.2,10.0
random_01,1,1,1,1,-0.048954693886240415,0.004385960366342836,0.0,-0.048954693886240415,-0.0489290082711309,-0.048954693886240415,3,True,0.2,10.0
random_01,2,2,1,2,-0.048464860755827156,0.008307623340671453,0.0,-0.048464860755827156,-0.04844222332156858,-0.048464860755827156,3,True,0.2,10.0
random_01,3,3,1,3,-0.0481170782857929,0.011902388509928485,0.0,-0.0481170782857929,-0.048090556695926344,-0.0481170782857929,3,True,0.2,10.0
random_01,4,4,1,4,-0.04787743463081881,0.015018415482607734,0.0,-0.04787743463081881,-0.047847058503511446,-0.04787743463081881,3,True,0.2,10.0
random_01,5,5,1,5,-0.047644536010798835,0.017209486296654246,0.0,-0.047644536010798835,-0.04761053163015174,-0.047644536010798835,3,True,0.2,10.0
random_01,6,6,1,6,-0.047569177146914006,0.018627876050581155,0.0,-0.047569177146914006,-0.04753539614154488,-0.047569177146914006,3,True,0.2,10.0
random_01,7,7,1,7,-0.04750461967175529,0.020314246641751573,0.0,-0.04750461967175529,-0.047471133493632627,-0.04750461967175529,3,True,0.2,10.0
random_01,8,8,1,8,-0.04737105582908459,0.02211390059352539,0.0,-0.04737105582908459,-0.04733593817042699,-0.04737105582908459,3,True,0.2,10.0
random_01,9,9,1,9,-0.04721423207957194,0.023972278286174726,0.0,-0.04721423207957194,-0.04717632822962133,-0.04721423207957194,3,True,0.2,10.0
random_01,10,10,1,10,-0.04719637453269186,0.0255281884345588,0.0,-0.04719637453269186,-0.04715872591067022,-0.04719637453269186,3,True,0.2,10.0
random_01,11,11,2,1,-0.04732338572277584,0.028135606583773138,0.0,-0.04732338572277584,-0.04729309635593257,-0.04732338572277584,5,True,0.2,10.0
random_01,12,12,2,2,-0.04681569769686583,0.0373993300279522,0.0,-0.04681569769686583,-0.046780543442627186,-0.04681569769686583,5,True,0.2,10.0
random_01,13,13,2,3,-0.04649679941855189,0.04850392930750763,0.0,-0.04649679941855189,-0.04645876098519582,-0.04649679941855189,5,True,0.2,10.0
random_01,14,14,2,4,-0.04650055303369892,0.05980235471606399,0.0,-0.04650055303369892,-0.04646261541739191,-0.04650055303369892,5,True,0.2,10.0
random_01,15,15,2,5,-0.04655944913597791,0.07060070427129896,0.0,-0.04655944913597791,-0.04652384096880882,-0.04655944913597791,5,True,0.2,10.0
random_01,16,16,2,6,-0.04643453714012272,0.07927203284587486,0.0,-0.04643453714012272,-0.04639866067895885,-0.04643453714012272,5,True,0.2,10.0
random_01,17,17,2,7,-0.04619912926154455,0.08581979670542145,0.0,-0.04619912926154455,-0.04616104985613242,-0.04619912926154455,5,True,0.2,10.0
random_01,18,18,2,8,-0.046050548365041015,0.09045129968259531,0.0,-0.046050548365041015,-0.046012320265909935,-0.046050548365041015,5,True,0.2,10.0
random_01,19,19,2,9,-0.0460048362088991,0.09369436400624703,0.0,-0.0460048362088991,-0.04596631736840414,-0.0460048362088991,5,True,0.2,10.0
random_01,20,20,2,10,-0.04604239272680291,0.09552063822970702,0.0,-0.04604239272680291,-0.04600465812447803,-0.04604239272680291,5,True,0.2,10.0
random_01,21,21,3,1,-0.04551038647721092,0.12345061999312382,0.0,-0.04551038647721092,-0.045473003636839815,-0.04551038647721092,9,True,0.2,10.0
random_01,22,22,3,2,-0.045423933314095145,0.14126923028754357,0.0,-0.045423933314095145,-0.045387439976548115,-0.045423933314095145,9,True,0.2,10.0
random_01,23,23,3,3,-0.045316842144197914,0.17087326916643353,0.0,-0.045316842144197914,-0.045279243363160304,-0.045316842144197914,9,True,0.2,10.0
random_01,24,24,3,4,-0.04517698199800039,0.18714598557607032,0.0,-0.04517698199800039,-0.04514077862551825,-0.04517698199800039,9,True,0.2,10.0
random_01,25,25,3,5,-0.04503158559709192,0.20294660791349686,0.0,-0.04503158559709192,-0.04499552703301112,-0.04503158559709192,9,True,0.2,10.0
random_01,26,26,3,6,-0.04491657371411486,0.22400385667288558,0.0,-0.04491657371411486,-0.04487796521655052,-0.04491657371411486,9,True,0.2,10.0
random_01,27,27,3,7,-0.044851553892918575,0.24028375668189839,0.0,-0.044851553892918575,-0.04481160954768683,-0.044851553892918575,9,True,0.2,10.0
random_01,28,28,3,8,-0.04476541387176697,0.250200875691544,0.0,-0.04476541387176697,-0.04472550863306582,-0.04476541387176697,9,True,0.2,10.0
random_01,29,29,3,9,-0.04469904396200537,0.25408565676821104,0.0,-0.04469904396200537,-0.04466002208828259,-0.04469904396200537,9,True,0.2,10.0
random_01,30,30,3,10,-0.04467720152846143,0.25222652486207825,0.0,-0.04467720152846143,-0.04463940244867379,-0.04467720152846143,9,True,0.2,10.0
random_01,31,31,4,1,-0.044406835745359065,0.4488617690498384,0.0,-0.044406835745359065,-0.04436758846327599,-0.044406835745359065,17,True,0.2,10.0
random_01,32,32,4,2,-0.04409488882311058,0.3585944158068103,0.0,-0.04409488882311058,-0.04405697355524714,-0.04409488882311058,17,True,0.2,10.0
random_01,33,33,4,3,-0.04413410207535842,0.30187927284165783,0.0,-0.04413410207535842,-0.044096992581212587,-0.04413410207535842,17,True,0.2,10.0
random_01,34,34,4,4,-0.04410233674224147,0.3263579258819071,0.0,-0.04410233674224147,-0.044064959582377605,-0.04410233674224147,17,True,0.2,10.0
random_01,35,35,4,5,-0.04401433600898416,0.3447312661396435,0.0,-0.04401433600898416,-0.043977997163953945,-0.04401433600898416,17,True,0.2,10.0
random_01,36,36,4,6,-0.04391318719437913,0.34187250693584526,0.0,-0.04391318719437913,-0.04387434137252987,-0.04391318719437913,17,True,0.2,10.0
random_01,37,37,4,7,-0.043933489378711874,0.34436374628444477,0.0,-0.043933489378711874,-0.04389282743602208,-0.043933489378711874,17,True,0.2,10.0
random_01,38,38,4,8,-0.04389353256389377,0.35831735937888165,0.0,-0.04389353256389377,-0.04385252508114153,-0.04389353256389377,17,True,0.2,10.0
random_01,39,39,4,9,-0.0438550035590733,0.3643815757964272,0.0,-0.0438550035590733,-0.043815980174441764,-0.0438550035590733,17,True,0.2,10.0
random_01,40,40,4,10,-0.043862830678635015,0.3589004548301064,0.0,-0.043862830678635015,-0.04382596242085667,-0.043862830678635015,17,True,0.2,10.0
random_02,0,0,0,0,-0.05341823273117994,1.8643001861668443e-27,0.0,-0.05341823273117994,-0.05338854399880134,-0.05341823273117994,2,True,0.2,10.0
random_02,1,1,1,1,-0.05157484007736249,0.005054924781649423,0.0,-0.05157484007736249,-0.05153313414678776,-0.05157484007736249,3,True,0.2,10.0
random_02,2,2,1,2,-0.050375083264941764,0.009792602309549696,0.0,-0.050375083264941764,-0.05032815990089436,-0.050375083264941764,3,True,0.2,10.0
random_02,3,3,1,3,-0.04985518308451724,0.013888023532276717,0.0,-0.04985518308451724,-0.049811829250105265,-0.04985518308451724,3,True,0.2,10.0
random_02,4,4,1,4,-0.049540858422076964,0.017353482855657326,0.0,-0.049540858422076964,-0.04950138144136628,-0.049540858422076964,3,True,0.2,10.0
random_02,5,5,1,5,-0.049237891587751104,0.020365885982636514,0.0,-0.049237891587751104,-0.049202246729286456,-0.049237891587751104,3,True,0.2,10.0
random_02,6,6,1,6,-0.0489083301880249,0.023083212580318056,0.0,-0.0489083301880249,-0.04887631499006597,-0.0489083301880249,3,True,0.2,10.0
random_02,7,7,1,7,-0.04858546523101857,0.025576781016056396,0.0,-0.04858546523101857,-0.04855680133161989,-0.04858546523101857,3,True,0.2,10.0
random_02,8,8,1,8,-0.048214560073570126,0.02781816120230636,0.0,-0.048214560073570126,-0.048188792892316895,-0.048214560073570126,3,True,0.2,10.0
random_02,9,9,1,9,-0.047811133733325156,0.02990446386871004,0.0,-0.047811133733325156,-0.04778790666606123,-0.047811133733325156,3,True,0.2,10.0
random_02,10,10,1,10,-0.04746285562185153,0.03208186761173593,0.0,-0.04746285562185153,-0.04744127437382437,-0.04746285562185153,3,True,0.2,10.0
random_02,11,11,2,1,-0.04679231031362091,0.04658172297808048,0.0,-0.04679231031362091,-0.0467708603040907,-0.04679231031362091,5,True,0.2,10.0
random_02,12,12,2,2,-0.04641164438809626,0.0592711025070366,0.0,-0.04641164438809626,-0.04638558709957023,-0.04641164438809626,5,True,0.2,10.0
random_02,13,13,2,3,-0.04612599899468816,0.07294380025786387,0.0,-0.04612599899468816,-0.04609624912018294,-0.04612599899468816,5,True,0.2,10.0
random_02,14,14,2,4,-0.04593219809332381,0.08614093395877148,0.0,-0.04593219809332381,-0.04589897331788499,-0.04593219809332381,5,True,0.2,10.0
random_02,15,15,2,5,-0.045780170389273296,0.09754430009132435,0.0,-0.045780170389273296,-0.045743372086013506,-0.045780170389273296,5,True,0.2,10.0
random_02,16,16,2,6,-0.04563063188408458,0.10664207560529379,0.0,-0.04563063188408458,-0.04559020255401897,-0.04563063188408458,5,True,0.2,10.0
random_02,17,17,2,7,-0.04562240390792519,0.11359699431222917,0.0,-0.04562240390792519,-0.04558241379693394,-0.04562240390792519,5,True,0.2,10.0
random_02,18,18,2,8,-0.04558499817686142,0.11787435527162336,0.0,-0.04558499817686142,-0.04554519171667404,-0.04558499817686142,5,True,0.2,10.0
random_02,19,19,2,9,-0.045486424574996416,0.12071065050317445,0.0,-0.045486424574996416,-0.04544532323003889,-0.045486424574996416,5,True,0.2,10.0
random_02,20,20,2,10,-0.04548387735008743,0.12130542659259685,0.0,-0.04548387735008743,-0.04544306031637155,-0.04548387735008743,5,True,0.2,10.0
random_02,21,21,3,1,-0.04529744283445711,0.1485702898637225,0.0,-0.04529744283445711,-0.04525905721481254,-0.04529744283445711,9,True,0.2,10.0
random_02,22,22,3,2,-0.04534263350706828,0.1817878619357628,0.0,-0.04534263350706828,-0.04530351750368961,-0.04534263350706828,9,True,0.2,10.0
random_02,23,23,3,3,-0.045008739143472656,0.18618004293882076,0.0,-0.045008739143472656,-0.04497099413220391,-0.045008739143472656,9,True,0.2,10.0
random_02,24,24,3,4,-0.044852849368953646,0.19915944198550384,0.0,-0.044852849368953646,-0.044814924410041417,-0.044852849368953646,9,True,0.2,10.0
random_02,25,25,3,5,-0.04481038401306234,0.22821080706168564,0.0,-0.04481038401306234,-0.04476861178053812,-0.04481038401306234,9,True,0.2,10.0
random_02,26,26,3,6,-0.04484614273650262,0.2562715459324412,0.0,-0.04484614273650262,-0.044805109008083883,-0.04484614273650262,9,True,0.2,10.0
random_02,27,27,3,7,-0.04471471521814473,0.2742362781739681,0.0,-0.04471471521814473,-0.044673090359399446,-0.04471471521814473,9,True,0.2,10.0
random_02,28,28,3,8,-0.04465732350946192,0.28340443784095903,0.0,-0.04465732350946192,-0.04461727339974684,-0.04465732350946192,9,True,0.2,10.0
random_02,29,29,3,9,-0.04464206426128791,0.2860404084514395,0.0,-0.04464206426128791,-0.04460372014353048,-0.04464206426128791,9,True,0.2,10.0
random_02,30,30,3,10,-0.0446377875298481,0.28221653079686476,0.0,-0.0446377875298481,-0.044600481336736685,-0.0446377875298481,9,True,0.2,10.0
random_02,31,31,4,1,-0.044398822117880536,0.47285614275890697,0.0,-0.044398822117880536,-0.04435997684405338,-0.044398822117880536,17,True,0.2,10.0
random_02,32,32,4,2,-0.044029872701773796,0.3939358766821962,0.0,-0.044029872701773796,-0.043991454668932055,-0.044029872701773796,17,True,0.2,10.0
random_02,33,33,4,3,-0.044075084583875775,0.3341838523422888,0.0,-0.044075084583875775,-0.04403823356166337,-0.044075084583875775,17,True,0.2,10.0
random_02,34,34,4,4,-0.04405558026785632,0.35976882170580293,0.0,-0.04405558026785632,-0.04401840939380219,-0.04405558026785632,17,True,0.2,10.0
random_02,35,35,4,5,-0.04397744170867865,0.363287157987369,0.0,-0.04397744170867865,-0.04394128339023771,-0.04397744170867865,17,True,0.2,10.0
random_02,36,36,4,6,-0.04388176397496414,0.3569783925255075,0.0,-0.04388176397496414,-0.043842662596540766,-0.04388176397496414,17,True,0.2,10.0
random_02,37,37,4,7,-0.04391963744600885,0.36440468750501176,0.0,-0.04391963744600885,-0.043879132169755815,-0.04391963744600885,17,True,0.2,10.0
random_02,38,38,4,8,-0.04388368239112606,0.3709953033750327,0.0,-0.04388368239112606,-0.04384282328239991,-0.04388368239112606,17,True,0.2,10.0
random_02,39,39,4,9,-0.04383644552728984,0.37167069146773163,0.0,-0.04383644552728984,-0.04379720614669666,-0.04383644552728984,17,True,0.2,10.0
random_02,40,40,4,10,-0.04384701555517226,0.36703210193512403,0.0,-0.04384701555517226,-0.04380993582195334,-0.04384701555517226,17,True,0.2,10.0
random_03,0,0,0,0,-0.05359662381972454,2.192671241684868e-27,0.0,-0.05359662381972454,-0.05352515365906067,-0.05359662381972454,2,True,0.2,10.0
random_03,1,1,1,1,-0.05237369242249529,0.004480338010758897,0.0,-0.05237369242249529,-0.05230829653772348,-0.05237369242249529,3,True,0.2,10.0
random_03,2,2,1,2,-0.05131507994901661,0.009947737041507105,0.0,-0.05131507994901661,-0.051255724953906005,-0.05131507994901661,3,True,0.2,10.0
random_03,3,3,1,3,-0.050459906024270744,0.015228829902428201,0.0,-0.050459906024270744,-0.050406465126726925,-0.050459906024270744,3,True,0.2,10.0
random_03,4,4,1,4,-0.04979803364294394,0.020236882892355836,0.0,-0.04979803364294394,-0.049750233791864856,-0.04979803364294394,3,True,0.2,10.0
random_03,5,5,1,5,-0.04927385691709306,0.024172762066777057,0.0,-0.04927385691709306,-0.04923133712787745,-0.04927385691709306,3,True,0.2,10.0
random_03,6,6,1,6,-0.04885360592393109,0.02646196339972254,0.0,-0.04885360592393109,-0.04881591264529535,-0.04885360592393109,3,True,0.2,10.0
random_03,7,7,1,7,-0.04844874313604821,0.028492459744330522,0.0,-0.04844874313604821,-0.04841539916938917,-0.04844874313604821,3,True,0.2,10.0
random_03,8,8,1,8,-0.04806902688146696,0.0303146426385071,0.0,-0.04806902688146696,-0.04803960667047552,-0.04806902688146696,3,True,0.2,10.0
random_03,9,9,1,9,-0.04768788547851121,0.0318773852440254,0.0,-0.04768788547851121,-0.04766185255181355,-0.04768788547851121,3,True,0.2,10.0
random_03,10,10,1,10,-0.04734807886565334,0.033101170774145885,0.0,-0.04734807886565334,-0.047324768825191585,-0.04734807886565334,3,True,0.2,10.0
random_03,11,11,2,1,-0.04682352039454446,0.03993312846039486,0.0,-0.04682352039454446,-0.04680317686728065,-0.04682352039454446,5,True,0.2,10.0
random_03,12,12,2,2,-0.04639733511311359,0.04828073844272619,0.0,-0.04639733511311359,-0.04637351670094083,-0.04639733511311359,5,True,0.2,10.0
random_03,13,13,2,3,-0.046097520168486096,0.061107055494940485,0.0,-0.046097520168486096,-0.04606953769153889,-0.046097520168486096,5,True,0.2,10.0
random_03,14,14,2,4,-0.04594086733763429,0.07824296009477877,0.0,-0.04594086733763429,-0.0459090393083849,-0.04594086733763429,5,True,0.2,10.0
random_03,15,15,2,5,-0.04579191206013621,0.09111863512610198,0.0,-0.04579191206013621,-0.0457562012361242,-0.04579191206013621,5,True,0.2,10.0
random_03,16,16,2,6,-0.04563961706828001,0.0989823536652917,0.0,-0.04563961706828001,-0.0456000149726985,-0.04563961706828001,5,True,0.2,10.0
random_03,17,17,2,7,-0.045598203238174866,0.10485127627447066,0.0,-0.045598203238174866,-0.045557978868125265,-0.045598203238174866,5,True,0.2,10.0
random_03,18,18,2,8,-0.04556122842591471,0.1084958156171865,0.0,-0.04556122842591471,-0.04552108737755959,-0.04556122842591471,5,True,0.2,10.0
random_03,19,19,2,9,-0.045466654288292316,0.11143798644445269,0.0,-0.045466654288292316,-0.04542519748330052,-0.045466654288292316,5,True,0.2,10.0
random_03,20,20,2,10,-0.04549963622379904,0.1128984202786231,0.0,-0.04549963622379904,-0.0454591503132977,-0.04549963622379904,5,True,0.2,10.0
random_03,21,21,3,1,-0.045288690671224235,0.14278847169875253,0.0,-0.045288690671224235,-0.04525081493914701,-0.045288690671224235,9,True,0.2,10.0
random_03,22,22,3,2,-0.045318535590734295,0.18454229954075602,0.0,-0.045318535590734295,-0.04527918637102136,-0.045318535590734295,9,True,0.2,10.0
random_03,23,23,3,3,-0.045007876247500696,0.195964425012429,0.0,-0.045007876247500696,-0.044970386589618716,-0.045007876247500696,9,True,0.2,10.0
random_03,24,24,3,4,-0.04485439423184575,0.21031451672618703,0.0,-0.04485439423184575,-0.04481640323957973,-0.04485439423184575,9,True,0.2,10.0
random_03,25,25,3,5,-0.04481364710445617,0.2332957057916324,0.0,-0.04481364710445617,-0.044771972465857256,-0.04481364710445617,9,True,0.2,10.0
random_03,26,26,3,6,-0.04484716581646267,0.2587244837205185,0.0,-0.04484716581646267,-0.04480615783489315,-0.04484716581646267,9,True,0.2,10.0
random_03,27,27,3,7,-0.04471339485153059,0.2749282780823731,0.0,-0.04471339485153059,-0.04467178250547148,-0.04471339485153059,9,True,0.2,10.0
random_03,28,28,3,8,-0.04465536152026737,0.28310508390774114,0.0,-0.04465536152026737,-0.04461535599544063,-0.04465536152026737,9,True,0.2,10.0
random_03,29,29,3,9,-0.04464192233161629,0.2859944552503477,0.0,-0.04464192233161629,-0.04460364321824768,-0.04464192233161629,9,True,0.2,10.0
random_03,30,30,3,10,-0.04463706706961821,0.2838334684569167,0.0,-0.04463706706961821,-0.04459983677961101,-0.04463706706961821,9,True,0.2,10.0
random_03,31,31,4,1,-0.04440365920868124,0.5281481283249376,0.0,-0.04440365920868124,-0.04436487800827957,-0.04440365920868124,17,True,0.2,10.0
random_03,32,32,4,2,-0.044027251529025334,0.40945011477385174,0.0,-0.044027251529025334,-0.043988750022979604,-0.044027251529025334,17,True,0.2,10.0
random_03,33,33,4,3,-0.04407280690419208,0.34673479340874,0.0,-0.04407280690419208,-0.04403600232039704,-0.04407280690419208,17,True,0.2,10.0
random_03,34,34,4,4,-0.04405388640000857,0.38059357095694124,0.0,-0.04405388640000857,-0.0440167528679656,-0.04405388640000857,17,True,0.2,10.0
random_03,35,35,4,5,-0.04397599470451797,0.37781944267769574,0.0,-0.04397599470451797,-0.04393983868870339,-0.04397599470451797,17,True,0.2,10.0
random_03,36,36,4,6,-0.04388265265435415,0.36784658918650986,0.0,-0.04388265265435415,-0.04384364554626208,-0.04388265265435415,17,True,0.2,10.0
random_03,37,37,4,7,-0.043909666271519335,0.3653292754568456,0.0,-0.043909666271519335,-0.04386902537891176,-0.043909666271519335,17,True,0.2,10.0
random_03,38,38,4,8,-0.04386945297603272,0.3727399997375055,0.0,-0.04386945297603272,-0.04382839701614281,-0.04386945297603272,17,True,0.2,10.0
random_03,39,39,4,9,-0.043840223531853066,0.37286272638057516,0.0,-0.043840223531853066,-0.04380135242120118,-0.043840223531853066,17,True,0.2,10.0
random_03,40,40,4,10,-0.04385596692941344,0.36996117974961656,0.0,-0.04385596692941344,-0.04381930758818446,-0.04385596692941344,17,True,0.2,10.0
