approach,starting_age,terminal_worst_1pct_mean,terminal_worst_2pct_mean,terminal_worst_4pct_mean,terminal_worst_10pct_mean,terminal_worst_50pct_mean,terminal_mean,annual_contribution,normalization
Vanguard,34,1.7834628196762745,2.1558145792798813,2.637594174429883,3.551719974086249,7.152955018978379,13.540715479672919,0.0388050714004152,Mean over floored retirement-age wealth outcomes from age 65 through 90. Start age 20 begins at 0; later starts begin at 1. Each start uses its own constant annual contribution through age 65.
Vanguard,35,1.603801124184415,1.9391383670609335,2.3713202852246065,3.19563360961994,6.440865519847573,12.148644992225169,0.0346932619842955,Mean over floored retirement-age wealth outcomes from age 65 through 90. Start age 20 begins at 0; later starts begin at 1. Each start uses its own constant annual contribution through age 65.
Vanguard,36,1.4644888967288572,1.7641667909858407,2.1535627866341263,2.8992909480981166,5.811231888188942,10.931168004421334,0.0311137861434605,Mean over floored retirement-age wealth outcomes from age 65 through 90. Start age 20 begins at 0; later starts begin at 1. Each start uses its own constant annual contribution through age 65.
Vanguard,37,1.3300354223921476,1.5976098433968717,1.94995481644432,2.63470815233929,5.271127773198303,9.857417913140639,0.0279823840675537,Mean over floored retirement-age wealth outcomes from age 65 through 90. Start age 20 begins at 0; later starts begin at 1. Each start uses its own constant annual contribution through age 65.
Vanguard,38,1.219566877505007,1.4645892830623164,1.7869212058276094,2.4117109590810477,4.798972058431243,8.926775860012642,0.0252717367121662,Mean over floored retirement-age wealth outcomes from age 65 through 90. Start age 20 begins at 0; later starts begin at 1. Each start uses its own constant annual contribution through age 65.
Vanguard,39,1.1351549617425745,1.3569506161809635,1.6479635257063807,2.2108333944995886,4.385853139146395,8.10407404277631,0.0228971656423944,Mean over floored retirement-age wealth outcomes from age 65 through 90. Start age 20 begins at 0; later starts begin at 1. Each start uses its own constant annual contribution through age 65.
Vanguard,40,1.0520228644335445,1.2615854421806725,1.5305023367883335,2.0426181333127365,4.021916197335081,7.376900246615365,0.02080868214288,Mean over floored retirement-age wealth outcomes from age 65 through 90. Start age 20 begins at 0; later starts begin at 1. Each start uses its own constant annual contribution through age 65.
Vanguard,41,0.9746001014206442,1.172480135874238,1.426030666474727,1.9008235550320483,3.7023281174157177,6.71598487598436,0.0189528859381982,Mean over floored retirement-age wealth outcomes from age 65 through 90. Start age 20 begins at 0; later starts begin at 1. Each start uses its own constant annual contribution through age 65.
Vanguard,42,0.9089002185136109,1.0862484097022145,1.3180860058694002,1.755071480738302,3.407520448837933,6.149614889354762,0.0172989367745572,Mean over floored retirement-age wealth outcomes from age 65 through 90. Start age 20 begins at 0; later starts begin at 1. Each start uses its own constant annual contribution through age 65.
Vanguard,43,0.8513977289080363,1.0173904865202559,1.2360463343799777,1.64085008265544,3.1568307564084117,5.645334504184588,0.0158494041754015,Mean over floored retirement-age wealth outcomes from age 65 through 90. Start age 20 begins at 0; later starts begin at 1. Each start uses its own constant annual contribution through age 65.
